string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Switzerland,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Czech Republic,6 - 10 years,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,2 - 5 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
N/A,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Serbia,Less than 1 year,Designer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United Kingdom,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,"ColdFusion, PLSQL"
China,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,Go,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Norway,2 - 5 years,DevOps,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Singapore,6 - 10 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Germany,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Germany,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,1 - 2 years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Austria,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,Magento
Denmark,2 - 5 years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
Germany,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
Brazil,1 - 2 years,Data scientist,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,
United States,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Ireland {Republic},11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,"css, sass, mysql"
Austria,11+ years,Enterprise level services developer,,,,,,,,,,Dart,,Go,,,,Java,JavaScript,,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Ireland {Republic},2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Greece,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,Redis,,,,,,,SQL,,,,Windows Phone,,
United Kingdom,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Developer with a statistics or mathematics background,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMake
Netherlands,11+ years,Developer with a statistics or mathematics background,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,,,R,,,,,,,,SQL,,,,,Wordpress,
Germany,2 - 5 years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,,,Visual Basic,,,
Germany,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,kotlin
United Kingdom,6 - 10 years,Mobile developer - iOS,,,,,,CoffeeScript,Cordova,,,,,,,,iOS,,,,,,,Objective-C,,,,,,Ruby,,,,,,,,Swift,,,,
United States,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,Ruby,,,,,,SQL,,,,,,
Netherlands,11+ years,Back-end web developer,C,C++,,,,,,,,,,,Hadoop,,,,JavaScript,,,,,,,,Python,,,Ruby,,,,,,SQL,,,Visual Basic,,,
Czech Republic,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,smalltalk
United Kingdom,11+ years,Developer with a statistics or mathematics background,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Finland,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
France,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Phone,,
Sweden,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,F#,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
China,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,
South Africa,6 - 10 years,Mobile developer - Android,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qt
United States,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Poland,11+ years,Embedded application developer,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,11+ years,DevOps,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,Hadoop,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Costa Rica,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,System administrator,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,Node.js,,,,Python,,,,,,,,,,,,,,,
United Kingdom,11+ years,,C,C++,,,,,,,,,,,,,,Java,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,11+ years,Desktop developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delphi
Taiwan,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",C,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,Python,,,,,,,,,SQL,,Swift,,,,
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,XPages
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,2 - 5 years,Mobile developer - iOS,C,C++,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
Germany,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Sweden,11+ years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,11+ years,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,R,,Ruby,,,,,,,,Swift,,,Wordpress,
Germany,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Canada,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Germany,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,,,,,,,
United Kingdom,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Sweden,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
France,6 - 10 years,Enterprise level services developer,,,,C#,Cassandra,,,,,Dart,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Business intelligence or data warehousing expert,,,,,Cassandra,,,,,,,,Hadoop,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Desktop developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
France,2 - 5 years,Full-stack web developer,,C++,C++11,,,CoffeeScript,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Thailand,6 - 10 years,Mobile developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,Wordpress,
Poland,11+ years,Desktop developer,C,,C++11,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Germany,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,TypeScript
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Ireland {Republic},6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
Germany,11+ years,Data scientist,,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2 - 5 years,Embedded application developer,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1 - 2 years,Mobile developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,6 - 10 years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,SQL Server,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Desktop developer,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,,,,Visual Basic,,,
Finland,11+ years,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,PL/SQL
Austria,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Netherlands,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,Node.js,,,PHP,Python,R,,,,,,,,,,,,,,
Spain,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,DevOps,,,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
France,2 - 5 years,Back-end web developer,,,,,Cassandra,,,,,,,,Hadoop,,,Java,,,,,,,,,,,Redis,,,,Scala,,Spark,,,,,,,
United States,2 - 5 years,Data scientist,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,Matlab,,,,,,Python,R,,Ruby,,,,,,SQL,,,,,Wordpress,
United Kingdom,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,11+ years,Desktop developer,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Ukraine,6 - 10 years,DevOps,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,Visual Basic,,,
France,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,Cordova,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,Perl,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
France,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Mexico,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,vffox
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,Cordova,,,,F#,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Brazil,11+ years,Full-stack web developer,C,C++,,,,,,,,,,Go,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,R,,Ruby,,,,,,,,,,,,
Canada,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,Scala,,,,,Swift,,,,
Germany,2 - 5 years,Mobile developer - iOS,,C++,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,
Sweden,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Belgium,6 - 10 years,Product manager,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,tcl
Canada,2 - 5 years,Quality Assurance,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Mexico,11+ years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,Salesforce,,,,SQL,,,,,,
United States,2 - 5 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
Germany,2 - 5 years,Data scientist,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
Australia,2 - 5 years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,
United States,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,2 - 5 years,Desktop developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2 - 5 years,Desktop developer,,,C++11,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Developer with a statistics or mathematics background,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,LAMP,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
United States,2 - 5 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Verilog
Germany,2 - 5 years,Embedded application developer,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,Rust,,,,,,,,,,,D
United Kingdom,11+ years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Denmark,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razor
France,6 - 10 years,Front-end web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Croatia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,Wordpress,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Turkey,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,Redis,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Full-stack web developer,C,C++,C++11,C#,Cassandra,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,SQL Server,,,,,
Greece,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,PeopleCode
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,Salesforce,,,,SQL,SQL Server,,,,,
Brazil,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,
France,6 - 10 years,Full-stack web developer,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Turkey,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
Hungary,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
France,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
France,Less than 1 year,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,
Poland,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,Python,,Redis,Ruby,,,,,,SQL,,,,,,
Spain,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Austria,11+ years,Desktop developer,C,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,Windows Phone,,
South Africa,11+ years,Embedded application developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Embedded application developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,11+ years,Enterprise level services developer,C,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Front-end web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
India,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,"Joomla!, CakePHP"
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Sweden,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Korea South,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,,,,,,Wordpress,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
Sweden,6 - 10 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,Scala,,,SQL,,,,,,
Lithuania,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Argentina,11+ years,Growth hacker,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,,Java,JavaScript,,,,Node.js,,,,,,Redis,,,Salesforce,,,,SQL,SQL Server,,,Windows Phone,,
Lithuania,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,groovy
