string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
United States,11+ years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,11+ years,DevOps,,,,C#,,,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Embedded application developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Argentina,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,
United States,11+ years,Full-stack web developer,,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
Australia,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
France,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,Matlab,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,11+ years,Mobile developer - Android,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Mobile developer - iOS,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,LAMP,,MongoDB,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,Swift,,,,
United States,11+ years,,,,,C#,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
Australia,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,Wordpress,VBA
Israel,11+ years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,Windows Phone,,
Israel,11+ years,DevOps,,,,,,,,,,,,,Hadoop,,,,,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,2 - 5 years,Enterprise level services developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Wordpress,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Switzerland,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,Haskell,,,,,,MongoDB,Node.js,,,,,,Redis,,,,,,,,,,,,,
United States,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,Scala,Sharepoint,,SQL,SQL Server,,Visual Basic,,,Delphi
United States,11+ years,Enterprise level services developer,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,Go,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,11+ years,Full-stack web developer,C,C++,,C#,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Israel,11+ years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Enterprise level services developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Enterprise level services developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,html/css
Switzerland,11+ years,Full-stack web developer,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,Perl,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Desktop developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,Enterprise level services developer,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,Sharepoint,,,,,,,,
United States,6 - 10 years,Full-stack web developer,C,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,,,,,,,
Norway,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Germany,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,6 - 10 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,Scala,,,,,,,,,"Riak, Erlang"
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,bash script
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
Slovenia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,Redis,,,,,,,,SQL Server,,,Windows Phone,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Coldfusion
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,SQL Server,,,,,"VBScript, PowerShell"
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,Scala,,,,,,,,,"Lisp, Ember"
France,2 - 5 years,Full-stack web developer,,,,,Cassandra,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,Redis,Ruby,,,,,,SQL,,,,,Wordpress,
United States,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Enterprise level services developer,C,C++,,,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,Swift,,,,
Belgium,11+ years,Front-end web developer,,,,,,,,Clojure,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Germany,6 - 10 years,Desktop developer,C,,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,Python,,,,,,,Sharepoint,,,,,Visual Basic,,,
United States,6 - 10 years,Desktop developer,C,C++,C++11,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,x86 assembler
Germany,11+ years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Assembly language
United States,11+ years,Embedded application developer,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
South Africa,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Switzerland,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Enterprise level services developer,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,C++14
Singapore,11+ years,Growth hacker,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
United States,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,Visual Basic,,,
Germany,11+ years,,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Germany,11+ years,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy
United Kingdom,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,,,,,
United States,11+ years,Back-end web developer,,,,C#,Cassandra,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,6 - 10 years,Desktop developer,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Switzerland,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,Python,,,,,,Scala,,,SQL,,,,,,
Canada,6 - 10 years,Enterprise level services developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Enterprise level services developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,Perl,,Python,,,,,,,,,SQL,,,,,,puppet
United States,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Chile,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,Quality Assurance,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Canada,6 - 10 years,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,GWT
Australia,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,Visual Basic,,,
United States,11+ years,Embedded application developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,Enterprise level services developer,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,"HTML, LESS, CSS, TypeScript"
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Canada,1 - 2 years,System administrator,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,,,,,,
United States,11+ years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Sri Lanka,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,DevOps,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,Redis,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,,,,Redis,,,,Scala,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,,SQL Server,,,,,Rails
United States,6 - 10 years,Mobile developer - Android,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VBA
United States,2 - 5 years,Back-end web developer,,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,,,Redis,Ruby,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,Redis,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,Go,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Quality Assurance,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,11+ years,DevOps,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,11+ years,Embedded application developer,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Embedded application developer,C,C++,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
South Africa,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,C++11,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,TypeScript
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,Clojure,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Switzerland,11+ years,Developer with a statistics or mathematics background,,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,R,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
Canada,11+ years,Mobile developer,C,C++,,,,,,,,,,,,,iOS,,,,,,Node.js,Objective-C,,,,,,,,,,,,,,Swift,,,,
Switzerland,6 - 10 years,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,Matlab,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
United States,2 - 5 years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,11+ years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,DevOps,,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
Australia,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Mobile developer - iOS,C,,,,,,Cordova,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,Ruby,,Salesforce,,,,SQL,SQL Server,,,,,
United States,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,11+ years,Desktop developer,,,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,Go,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,Less than 1 year,Student,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
United States,11+ years,,,,,,,,,Clojure,,,,,,,,Java,,,,,,,Perl,,,,,Ruby,,,,,,SQL,,,,,,Common Lisp
Switzerland,11+ years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,"Oracle, SAS"
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Netherlands,11+ years,Mobile developer - Android,,,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,System administrator,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Belgium,11+ years,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Desktop developer,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,6 - 10 years,Developer with a statistics or mathematics background,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,iOS,Java,,,,MongoDB,,Objective-C,,,,,,,,,,,,,,,,,,
United States,11+ years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Canada,11+ years,Full-stack web developer,C,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,11+ years,Mobile developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,Windows Phone,,
United States,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,,Bourne shell
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,Swift,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy
Belgium,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,
Australia,11+ years,Data scientist,C,C++,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Desktop developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,11+ years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerShell; BizTalk; MSBuild
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,Groovy
United Kingdom,11+ years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,"React.js, ElasticSearch"
Ireland {Republic},2 - 5 years,Student,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,Wordpress,
Israel,11+ years,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,,Objective-C,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Front-end web developer,,,,,,,,,,,,Go,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
