string_field_0,string_field_4,string_field_6,string_field_55,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_100
Middle East,Web Services,Other,Don't know,,,,,,,,,,,Python,,,,"$40,000 - $60,000"
United States of America,Other,Other,"$10,001 - $25,000",C,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$60,000 - $80,000"
United States of America,Other,Other,,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,Perl,"$60,000 - $80,000"
United States of America,Software Products,Other,"$10,001 - $25,000",C,C++,,Java,JavaScript,jQuery,,,,PHP,Python,Ruby,,,Rather not say
Other Europe,Finance / Banking,Other,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,"VB6, VB.NET",Rather not say
Other Europe,Software Products,Other,"$10,001 - $25,000",,,,,,,,,,,Python,,,"Perl, shell script","$60,000 - $80,000"
United Kingdom,Finance / Banking,Other,Don't know,,,C#,,,,,,,,,,,Mathematica,"$100,000 - $120,000"
United States of America,Consulting,Other,"$25,001 - $100,000",,,C#,Java,,,,,,PHP,,,,,">$140,000"
Canada,Gaming,Other,"$25,001 - $100,000",,,,,,,,,,,,,SQL,,"$60,000 - $80,000"
United Kingdom,Web Services,Other,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,Objective-C,,Python,Ruby,,,"$40,000 - $60,000"
United Kingdom,Finance / Banking,Other,Don't know,,,,,,,,,,,,,SQL,,">$140,000"
United States of America,Consulting,Other,Don't know,,,,,,,,,,,,,SQL,"DAX, MDX, XML","$120,000 - $140,000"
United States of America,Other,Other,Don't know,,,,,,,,,,,Python,,,,"$80,000 - $100,000"
United States of America,Other,Other,"$1,001 - $5,000",C,C++,,Java,,,,,Objective-C,,Python,,,,"$100,000 - $120,000"
Other Europe,Other,Other,Don't know,C,C++,,,JavaScript,,,,,,,,,,"$80,000 - $100,000"
Canada,Advertising,Other,Don't know,C,C++,,,,,,Node.js,,,Python,,,,"$60,000 - $80,000"
United States of America,Education,Other,"$10,001 - $25,000",C,C++,,,JavaScript,jQuery,JQuery,,Objective-C,PHP,Python,Ruby,SQL,,"$40,000 - $60,000"
United States of America,Other,Other,"<$1,000",,,C#,,,,,,,,,,,,"$100,000 - $120,000"
India,Software Products,Other,,C,,,,,,,,,,Python,,,bash,Rather not say
Other Europe,Other,Other,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$20,000 - $40,000"
United Kingdom,Gaming,Other,Don't know,,C++,,Java,,,,,,,,,,,"$80,000 - $100,000"
Netherlands,Manufacturing,Other,Don't know,,C++,C#,,,,,,,,Python,,,,"$40,000 - $60,000"
United States of America,Software Products,Other,,,,,,,,,,,,Python,,,,"$40,000 - $60,000"
Australia,Software Products,Other,Don't know,,,,,JavaScript,jQuery,,,,,Python,,,,"$60,000 - $80,000"
Other Europe,Education,Other,Don't know,,,,Java,,,,,,,Python,,SQL,Scala,"$40,000 - $60,000"
Canada,Gaming,Other,"$25,001 - $100,000",,,C#,Java,,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United Kingdom,Finance / Banking,Other,"$10,001 - $25,000",C,,,,,,,,,,,,SQL,Ubercode,"$60,000 - $80,000"
Australasia,Other,Other,,C,,,,,,,,,,Python,,,"MEL, Hscript",
India,Software Products,Other,"$1,001 - $5,000",C,,,,,,,,,,Python,,,haskell,Rather not say
United States of America,Software Products,Other,100001,,,,,,,,,,,,,SQL,,"$80,000 - $100,000"
United States of America,Education,Other,Don't know,,,,,,,,,,PHP,Python,,SQL,,Rather not say
United States of America,Consulting,Other,Don't know,,C++,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Other,Other,Don't know,,,,,,,,,,,,,,SystemVerilog,"$120,000 - $140,000"
United States of America,Software Products,Other,Don't know,C,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,Perl,"$40,000 - $60,000"
United Kingdom,Retail,Other,Don't know,,,,,,,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Other,Other,Don't know,,C++,,Java,,,,,,,Python,,,Matlab,"$80,000 - $100,000"
Germany,Other,Other,Don't know,,,,,,,,,,,,,,"R, Matlab, Mathematica","$60,000 - $80,000"
Netherlands,Web Services,Other,"$25,001 - $100,000",,,C#,Java,JavaScript,jQuery,,Node.js,,,,,,Coffeescript,"$60,000 - $80,000"
United States of America,Software Products,Other,Don't know,,,C#,Java,JavaScript,jQuery,,,Objective-C,,,,,,"$120,000 - $140,000"
Other Europe,Foundation / Non-Profit,Other,,,,,,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
United States of America,Consulting,Other,100001,,,,,,,,,Objective-C,,Python,,SQL,,">$140,000"
United States of America,Software Products,Other,Don't know,,,C#,,JavaScript,,,,,PHP,,Ruby,,,"$80,000 - $100,000"
United States of America,Web Services,Other,Don't know,,,,,,,,,,,,,,,"$40,000 - $60,000"
Canada,Education,Other,,C,C++,,Java,,,,,,,,,,,"$80,000 - $100,000"
India,Other,Other,,,,,,,,,,,,Python,,SQL,,"<$20,000"
United States of America,Software Products,Other,Don't know,C,,,Java,,,,,,,Python,,SQL,,"$80,000 - $100,000"
United Kingdom,Software Products,Other,Don't know,,,C#,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,,"$120,000 - $140,000"
United Kingdom,Other,Other,100001,C,C++,,,JavaScript,jQuery,,,,,Python,,,,Rather not say
United States of America,Other,Other,"$10,001 - $25,000",C,C++,,Java,JavaScript,,,,Objective-C,PHP,Python,,SQL,Mathematica,">$140,000"
United States of America,Software Products,Other,,,,,Java,JavaScript,jQuery,,,,,Python,,SQL,,"$40,000 - $60,000"
United States of America,Consulting,Other,,,,C#,,,,,,,,Python,,SQL,,"$100,000 - $120,000"
Other Europe,Education,Other,,,,,,JavaScript,jQuery,,,,PHP,Python,,,,"$60,000 - $80,000"
United Kingdom,Web Services,Other,Don't know,C,,,Java,JavaScript,,,,,,Python,,SQL,,"$80,000 - $100,000"
United Kingdom,Other,Other,Don't know,C,C++,C#,Java,JavaScript,,JQuery,,,PHP,,,SQL,,"$80,000 - $100,000"
Africa,Other,Other,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,PHP,Python,,,,Rather not say
Germany,Other,Other,100001,C,C++,,,,,,,,,Python,,SQL,matlab,"$60,000 - $80,000"
United States of America,Consulting,Other,"<$1,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
Other Europe,Gaming,Other,Don't know,C,,,Java,,,,,,,Python,,,sbcl,"$40,000 - $60,000"
United States of America,Other,Other,,,C++,,Java,,,,,,,,,,,"$60,000 - $80,000"
United States of America,Other,Other,100001,,,,,,,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Other,Don't know,C,C++,,,JavaScript,,,Node.js,,,,,,"bash, awk",Rather not say
United States of America,Other,Other,"<$1,000",,C++,,Java,,,,,,,,,,SCADA,"$40,000 - $60,000"
United Kingdom,Other,Other,Don't know,,,,,JavaScript,jQuery,,Node.js,,,,,,,Rather not say
United States of America,Manufacturing,Other,100001,,,,,JavaScript,,,,,PHP,,,,"Postscript, XML",">$140,000"
United Kingdom,Other,Other,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,,Student / Unemployed
United States of America,Foundation / Non-Profit,Other,,,,,,,jQuery,,,,PHP,Python,,,,Student / Unemployed
United States of America,Consulting,Other,"$1,001 - $5,000",,,C#,Java,,,,,,,Python,,SQL,,"$60,000 - $80,000"
United Kingdom,Finance / Banking,Other,Don't know,,C++,,Java,,,,,,,,,,,">$140,000"
Netherlands,Foundation / Non-Profit,Other,Don't know,,,,,,,,,,,Python,,SQL,R,
India,Software Products,Other,,,C++,,Java,,,,,,PHP,,,,,"<$20,000"
Germany,Manufacturing,Student,,C,C++,C#,Java,JavaScript,,,,,PHP,Python,,SQL,,"$20,000 - $40,000"
United States of America,Other,Student,,,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,Student / Unemployed
United States of America,Web Services,Student,Don't know,C,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
United States of America,Education,Student,,,,,Java,JavaScript,jQuery,,Node.js,,,,,,,"$80,000 - $100,000"
Other Europe,Other,Student,,C,,,Java,JavaScript,jQuery,,,,,,,SQL,,Student / Unemployed
Netherlands,Other,Student,"<$1,000",,,,,,,,,Objective-C,,,,,,Student / Unemployed
Other Europe,Consulting,Student,"$1,001 - $5,000",,,C#,Java,,,,,,,,Ruby,,,Student / Unemployed
Canada,Gaming,Student,,,,C#,,,,,,,,,,,,"$20,000 - $40,000"
Canada,Other,Student,Don't know,,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,,Student / Unemployed
United States of America,Gaming,Student,Don't know,,,C#,Java,,,,,,,,,,,Student / Unemployed
United States of America,Other,Student,,C,C++,C#,,,,,,,,Python,,,,Student / Unemployed
United States of America,Software Products,Student,,,C++,,Java,,,,,,,Python,,,,Student / Unemployed
United States of America,Other,Student,,C,,,Java,,,,,,,,Ruby,,,Student / Unemployed
United States of America,Other,Student,,C,C++,,,,,,,,,Python,,,,
Canada,Other,Student,,C,C++,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,
Other Europe,Software Products,Student,,,,C#,,,jQuery,,,,PHP,,,,,Rather not say
United Kingdom,Other,Student,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
United States of America,Other,Student,"<$1,000",C,C++,C#,Java,,,,,,,,,,Perl (It's got some nice regex),Student / Unemployed
Other Asia,Education,Student,,C,,,Java,,,,,,,Python,,,go,Student / Unemployed
Other Europe,Education,Student,"$1,001 - $5,000",,C++,,Java,,,,,,,,,,,"$20,000 - $40,000"
United States of America,Other,Student,"<$1,000",C,C++,C#,Java,,,,,Objective-C,PHP,,,,,Student / Unemployed
United States of America,Gaming,Student,,,,,Java,JavaScript,,,,,,,,,Visual Basic,Student / Unemployed
United Kingdom,Education,Student,,C,,,Java,,,,,,PHP,,,SQL,,Student / Unemployed
United States of America,Education,Student,Don't know,C,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Germany,Education,Student,,,,,,,,,Node.js,,,Python,,,,Student / Unemployed
France,Other,Student,"$10,001 - $25,000",C,C++,C#,,JavaScript,jQuery,,Node.js,,,,,,,Student / Unemployed
Other Asia,Other,Student,"<$1,000",,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
South America,Web Services,Student,,,,,Java,JavaScript,jQuery,,,,PHP,Python,,,,Student / Unemployed
Canada,Gaming,Student,Don't know,C,C++,C#,,JavaScript,,,,Objective-C,PHP,,,SQL,,Student / Unemployed
United States of America,Other,Student,"<$1,000",,,,,,,,,,,Python,,,R,Student / Unemployed
Australasia,Other,Student,,C,C++,,,,,,,,,,Ruby,,,"$20,000 - $40,000"
Middle East,Education,Student,,C,C++,C#,Java,JavaScript,jQuery,JQuery,,,,Python,,,,Student / Unemployed
Australasia,Finance / Banking,Student,,,,,,,,,,,,,,,"Matlab, R",Rather not say
United States of America,Other,Student,"<$1,000",C,C++,,,,,,,Objective-C,,Python,,,Assembly,Student / Unemployed
United States of America,Other,Student,,,,,,,,,,,,,,,HTML,
Australasia,Other,Student,,C,C++,,Java,,,,,,,Python,,,"Shell scripting (bash, zsh)",Student / Unemployed
India,Education,Student,,C,C++,,,,,,,,,,,,R,
South America,Consulting,Student,Don't know,C,C++,,,,,,,,,Python,,SQL,,Rather not say
France,Software Products,Student,,C,C++,,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,Student / Unemployed
United States of America,Web Services,Student,,C,C++,,Java,JavaScript,,,Node.js,,,Python,,,,
United States of America,Web Services,Student,"<$1,000",,,,Java,,jQuery,,,,PHP,,,SQL,,Student / Unemployed
United States of America,Web Services,Student,"$1,001 - $5,000",C,C++,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,PHP,Python,Ruby,SQL,,Rather not say
United States of America,Education,Student,"$1,001 - $5,000",,C++,,Java,,,,,,,Python,,SQL,,"$20,000 - $40,000"
Canada,Software Products,Student,,,,C#,,JavaScript,jQuery,,,,PHP,Python,,,F#,Student / Unemployed
India,Other,Student,,,C++,,Java,,,JQuery,,,PHP,Python,,,,Student / Unemployed
Canada,Education,Student,,C,,,Java,,,,,,,,,,,Student / Unemployed
United States of America,Other,Student,,,,,Java,,,,,,,,,,,Student / Unemployed
France,Education,Student,,C,C++,,,,,,,,,,,,,"<$20,000"
Italy,Web Services,Student,"$1,001 - $5,000",,,,,,,,,,PHP,,,,,Student / Unemployed
Russia,Education,Student,,C,C++,,Java,,,,,,,,,,,
Italy,Education,Student,Don't know,C,C++,,,,,,,,,,,,,Student / Unemployed
United States of America,Software Products,Student,"<$1,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,Python,,,,Student / Unemployed
Canada,Other,Student,,C,C++,,,,,,,,,Python,,,Haskell,
United States of America,Foundation / Non-Profit,Student,"<$1,000",,,,Java,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
Other Europe,Software Products,Student,"<$1,000",,,,,JavaScript,,,,,PHP,Python,,,,Student / Unemployed
United States of America,Other,Student,"<$1,000",,,,,,,,,,,Python,,,,Student / Unemployed
United States of America,Other,Student,,C,C++,,,,,,,Objective-C,,Python,,,"Assembly, HTML/CSS",Student / Unemployed
United Kingdom,Education,Student,,,C++,,Java,JavaScript,,,,,,,,SQL,,Student / Unemployed
Other Europe,Web Services,Student,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,Python,,SQL,Smalltalk,Student / Unemployed
Middle East,Software Products,Student,Don't know,,,C#,,JavaScript,,,,,PHP,,Ruby,,,Student / Unemployed
United States of America,Gaming,Student,,C,,,Java,,,,,,,,,,"lua , forth",Student / Unemployed
Other Europe,Foundation / Non-Profit,Student,"<$1,000",,,,Java,,,,,,PHP,,,,HTML,Student / Unemployed
Germany,Education,Student,"<$1,000",,,C#,Java,JavaScript,,,Node.js,,,Python,,,,
United States of America,Education,Student,"<$1,000",,C++,,Java,,,,,,,Python,,,,Student / Unemployed
Australia,Other,Student,,,,,,,,,,Objective-C,,Python,,,,Student / Unemployed
Middle East,Other,Student,,C,C++,C#,Java,,,,,,PHP,Python,Ruby,SQL,"Go, Assembly",
United States of America,Software Products,Student,"<$1,000",C,C++,C#,,JavaScript,,,,Objective-C,PHP,,,,C++/CLI,Student / Unemployed
Australia,Web Services,Student,,,,,,JavaScript,jQuery,,,,PHP,,,,,Rather not say
Russia,Other,Student,"$1,001 - $5,000",,,,,,,,,,,Python,,,,Student / Unemployed
United States of America,Education,Student,"$1,001 - $5,000",C,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Other Asia,Education,Student,,C,,C#,Java,JavaScript,,,,,,Python,,SQL,,Student / Unemployed
United States of America,Web Services,Student,"$1,001 - $5,000",,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,,,Student / Unemployed
Australia,Software Products,Student,,C,C++,C#,,,,,,,,,,,,Student / Unemployed
United States of America,Gaming,Student,,,,C#,,,,,,,,,,,,Student / Unemployed
Netherlands,Software Products,Student,"<$1,000",C,C++,C#,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,"Assembly(specifically asm32 and ARM based asm), XML, UML",Student / Unemployed
Germany,Web Services,Student,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,,Scala / Typesafe Stack,Student / Unemployed
Canada,Finance / Banking,Student,,,C++,C#,,JavaScript,jQuery,,,,,Python,,SQL,Monitorscript,Rather not say
India,Foundation / Non-Profit,Student,"<$1,000",,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Canada,Software Products,Student,,,C++,,,,,,,,,Python,,,,Student / Unemployed
United Kingdom,Education,Student,,,,,Java,,,,,,,,,,,Student / Unemployed
India,Education,Student,"<$1,000",,C++,,Java,JavaScript,jQuery,,,,PHP,Python,,,,Student / Unemployed
Other Europe,Foundation / Non-Profit,Student,Don't know,,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,Student / Unemployed
Canada,Software Products,Student,Don't know,,C++,,Java,,,,,Objective-C,,,Ruby,SQL,,"$40,000 - $60,000"
United States of America,Other,Student,"<$1,000",,C++,C#,Java,,,,,,PHP,Python,,,,Student / Unemployed
United States of America,Other,Student,,C,C++,,Java,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
Other Europe,Other,Student,,C,,,,,,,,,,,,,Lua,Student / Unemployed
India,Web Services,Student,,C,C++,,Java,JavaScript,jQuery,,,,,Python,Ruby,,,Student / Unemployed
India,Other,Student,"$1,001 - $5,000",C,,,,,,,,Objective-C,,,,,,Student / Unemployed
India,Other,Student,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,,,,,Student / Unemployed
Other Europe,Other,Student,,C,,,,,,,,,,Python,,,Haskell,Student / Unemployed
United States of America,Other,Student,Don't know,,,,,,jQuery,,,,,,,,,
United States of America,Foundation / Non-Profit,Student,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,,Student / Unemployed
Other Asia,Software Products,Student,,,,,Java,,,,,,,,,,,
United States of America,Education,Student,,,,,,,,,,,,,,,,
Australia,Software Products,Student,"<$1,000",,,,,,,,,,,,,,Visual Basic .NET (Why do I always get left out!!!),"<$20,000"
Russia,Foundation / Non-Profit,Student,"<$1,000",C,C++,C#,,,,,,,,Python,,SQL,F#,Student / Unemployed
Italy,Foundation / Non-Profit,Student,Don't know,C,,,,,,,,,,Python,,,Matlab,"$20,000 - $40,000"
Other Europe,Education,Student,,C,C++,,Java,,,,,,,Python,,,,Student / Unemployed
Other Asia,Software Products,Student,"<$1,000",C,,,,,,,,,,Python,,,"shell, haskell, lisp","<$20,000"
North America (Other),Software Products,Student,"<$1,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,Student / Unemployed
India,Web Services,Student,,,,,,JavaScript,,,,,,Python,,,,Student / Unemployed
Other Europe,Education,Student,,,,,Java,,,,,,PHP,,,SQL,,Student / Unemployed
Australasia,Other,Student,Don't know,,,C#,,,,,,,,Python,,,tcl,Student / Unemployed
Other Europe,Software Products,Student,Don't know,C,C++,C#,,,,,,,PHP,,,SQL,,Student / Unemployed
Canada,Healthcare,Student,,C,C++,,,,,,,,PHP,Python,,,,Rather not say
Africa,Education,Student,Don't know,,,,,,,,,,,Python,,,,Student / Unemployed
Canada,Software Products,Student,,C,,,,,,,,,,,,,Shell Script,"$40,000 - $60,000"
United States of America,Web Services,Student,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Germany,Education,Student,100001,,C++,,,,,,,,,Python,,,,Student / Unemployed
Germany,Other,Student,"<$1,000",C,C++,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,Student / Unemployed
Canada,Other,Student,"<$1,000",,C++,,,JavaScript,jQuery,,,,,Python,,,Django,Student / Unemployed
United States of America,Other,Student,,,C++,,Java,JavaScript,jQuery,,,,,Python,Ruby,,,Student / Unemployed
United States of America,Other,Student,,,C++,,Java,JavaScript,,,,,PHP,,Ruby,,,Student / Unemployed
United States of America,Software Products,Student,,,,C#,Java,JavaScript,jQuery,,,,,,,,,Student / Unemployed
United States of America,Other,Student,"$1,001 - $5,000",,,,Java,,,,,,,,,,,Student / Unemployed
Middle East,Software Products,Student,,C,C++,,,,,,,,PHP,Python,,SQL,,Student / Unemployed
Other Europe,Software Products,Student,,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Other Europe,Web Services,Student,,C,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Student / Unemployed
Other Asia,Other,Student,"$1,001 - $5,000",C,C++,,,,,,,,,,Ruby,,,Student / Unemployed
Other Europe,Other,Student,,,,,,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
Italy,Education,Student,Don't know,C,,,Java,,jQuery,,,,PHP,Python,,,,Student / Unemployed
United States of America,Software Products,Student,"<$1,000",,,C#,Java,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
United States of America,Education,Student,,C,,,,,,,,,,,Ruby,,,Student / Unemployed
Netherlands,Other,Student,,,,C#,Java,,,,,,,,,,VB.NET,Student / Unemployed
Other Asia,Education,Student,,,,,Java,,,,,Objective-C,,,,,,Student / Unemployed
United States of America,Education,Student,,C,C++,,Java,JavaScript,,,,,,Python,,SQL,,Rather not say
United States of America,Other,Student,"<$1,000",,,,Java,,,,,,,,,,Lots of shell scripts!,Student / Unemployed
United States of America,Consulting,Student,"<$1,000",,,,,,,,,,,,Ruby,,,Rather not say
Germany,Web Services,Student,"$1,001 - $5,000",,C++,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,Student / Unemployed
Australasia,Education,Student,"$1,001 - $5,000",C,,,,JavaScript,jQuery,,,,,Python,,,,Student / Unemployed
United States of America,Other,Student,"<$1,000",C,,,Java,,,,,Objective-C,,,,,Go,Student / Unemployed
Italy,Software Products,Student,,,,C#,,,,,,Objective-C,,Python,,SQL,PHP,Student / Unemployed
United States of America,Software Products,Student,,C,,C#,Java,JavaScript,,,,,,Python,,,,
Italy,Education,Student,,,,,,,,,,,,,,,bash,Student / Unemployed
Other Europe,Education,Student,,C,,,,,,,,,,,,,,Student / Unemployed
United States of America,Other,Student,,C,C++,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,,Student / Unemployed
Other Europe,Education,Student,"$1,001 - $5,000",,,,Java,JavaScript,,,,Objective-C,,,,,,Student / Unemployed
Other Europe,Other,Student,,,,,,,,,,,,,,,Common Lisp,Student / Unemployed
Germany,Other,Student,,,C++,,,JavaScript,jQuery,JQuery,,,,Python,Ruby,,"Haskell, Lisp",
Other Europe,Education,Student,,,C++,,Java,,,,,,PHP,Python,,,Ada,Student / Unemployed
Other Europe,Foundation / Non-Profit,Student,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,Student / Unemployed
United Kingdom,Software Products,Student,"<$1,000",,C++,C#,,,,,,,,,,,,Student / Unemployed
France,Education,Student,,,,,Java,JavaScript,jQuery,JQuery,,,,,,,,Student / Unemployed
United States of America,Software Products,Student,,,,C#,Java,,,,,,,Python,,,,Rather not say
United States of America,Healthcare,I don't work in tech,Don't know,,,C#,Java,,,,,,,,,,,
United States of America,Foundation / Non-Profit,I don't work in tech,,,,C#,Java,,,,,,,,,,,Student / Unemployed
Netherlands,Finance / Banking,I don't work in tech,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,Python,,SQL,VBA,"$40,000 - $60,000"
Other Asia,Consulting,I don't work in tech,"$1,001 - $5,000",C,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,RealStudio,Rather not say
United States of America,Foundation / Non-Profit,I don't work in tech,,,,C#,,JavaScript,jQuery,,,,,,,,,"<$20,000"
Australia,Other,I don't work in tech,,,,,,,,,,,,,,,R,"$60,000 - $80,000"
United States of America,Other,I don't work in tech,,,,C#,,JavaScript,,,,,,,,SQL,,Student / Unemployed
United States of America,Web Services,I don't work in tech,,,,,,,,,,,,Python,,SQL,,"$80,000 - $100,000"
United States of America,Retail,I don't work in tech,,C,,,,,,,,,,,,,"Postscript, baby!","<$20,000"
Other Europe,Finance / Banking,I don't work in tech,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,">$140,000"
United States of America,Other,I don't work in tech,,,,,Java,,,,,,,,,,,"$40,000 - $60,000"
Italy,Other,I don't work in tech,,,,,,JavaScript,,,,,,Python,,,,"<$20,000"
Middle East,Education,I don't work in tech,,,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,"MATLAB, Mathematica",Student / Unemployed
United States of America,Healthcare,I don't work in tech,"$1,001 - $5,000",,,,,,,,,,,,Ruby,,,"$80,000 - $100,000"
Canada,Advertising,I don't work in tech,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
United States of America,Other,I don't work in tech,,,,,,,,,,,,,,SQL,vba,"$40,000 - $60,000"
Italy,Finance / Banking,I don't work in tech,"$10,001 - $25,000",,C++,,,,,,,,,Python,,SQL,,"$60,000 - $80,000"
United States of America,Consulting,I don't work in tech,"<$1,000",,,C#,,,jQuery,,,,,Python,,,,Rather not say
Canada,Healthcare,I don't work in tech,,,C++,,,,,,,,,Python,,,,"$40,000 - $60,000"
Other Europe,Education,I don't work in tech,"$1,001 - $5,000",,,,,,,,,,,Python,,,Fortran,"$20,000 - $40,000"
United States of America,Education,I don't work in tech,,,,,,,,,,,,,,,,"$80,000 - $100,000"
United Kingdom,Other,I don't work in tech,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,">$140,000"
Australia,Other,I don't work in tech,"<$1,000",,,,,JavaScript,,,,,,,,,,">$140,000"
United Kingdom,Education,I don't work in tech,"$1,001 - $5,000",,,,,,,,,,,,,,,"$20,000 - $40,000"
United States of America,Other,I don't work in tech,Don't know,,C++,,,,,,,,,Python,,,,"<$20,000"
United States of America,Consulting,I don't work in tech,,,,,,JavaScript,,,Node.js,,,Python,,SQL,NetLogo,
Other Europe,Healthcare,I don't work in tech,"$1,001 - $5,000",,,,,,,,,,,,,SQL,"VBA, R","$20,000 - $40,000"
United States of America,Retail,I don't work in tech,Don't know,C,,,,JavaScript,jQuery,,,,,Python,Ruby,,,Rather not say
Other Europe,Healthcare,I don't work in tech,"<$1,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"<$20,000"
India,Consulting,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,"<$20,000"
Germany,Consulting,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
Russia,Web Services,Back-End Web Developer,,,,,,,,,,,,Python,,SQL,,"<$20,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,,,JQuery,,,,,,SQL,Groovy,Rather not say
Other Europe,Web Services,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,,Python,,,,Rather not say
Other Asia,Web Services,Back-End Web Developer,Don't know,C,C++,,Java,,,,,,,,,,,
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,,
United Kingdom,Healthcare,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
Other Europe,Consulting,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$80,000 - $100,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,,,,,Objective-C,,Python,,,,">$140,000"
Other Europe,Gaming,Back-End Web Developer,Don't know,,,,,,jQuery,,,,,Python,Ruby,,,"$80,000 - $100,000"
Other Asia,Web Services,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"<$20,000"
United States of America,Consulting,Back-End Web Developer,"<$1,000",,C++,,,,,,,,,,,SQL,Prolog,Rather not say
South America,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
North America (Other),Consulting,Back-End Web Developer,,,,,,,,,,,PHP,,,,,
United States of America,Consulting,Back-End Web Developer,,,,C#,,,,,,,,,,SQL,,"$60,000 - $80,000"
Canada,Consulting,Back-End Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$80,000 - $100,000"
United States of America,Software Products,Back-End Web Developer,Don't know,C,C++,C#,Java,JavaScript,,,,,PHP,Python,Ruby,SQL,C++/CLR,"$120,000 - $140,000"
